Acc Number,New Acc No,Old Acc No,Meter No,Acc Name,Subzone,Tariff,Connection Status
04408-2200604408,,,18055044,,GREENFIELD,Commercial,
04409-2200604409,,,19058386,,GREENFIELD,Domestic,
04411-2200604411,,,19039588,,GREENFIELD,Domestic,
04413-2200604413,,,1018364,,GREENFIELD,Domestic,
04414-2200604414,,,1018725,,GREENFIELD,Domestic,
04415-2200604415,,,H17JA014803,,GREENFIELD,Domestic,
04416-2200604416,,,H17JA014804,,GREENFIELD,Commercial,
04417-2200604417,,,1016512,,GREENFIELD,Commercial,
04419-2200604419,,,1017262,,GREENFIELD,Commercial,
04423-2200604423,,,1016101,,GREENFIELD,Commercial,
04424-2200604424,,,18057493,,GREENFIELD,Commercial,
04429-2200604429,,,220061417,,GREENFIELD,Domestic,
04430-2200604430,,,1018423,,GREENFIELD,Commercial,
04431-2200604431,,,1018361,,GREENFIELD,Domestic,
04432-2200604432,,,19029285,,GREENFIELD,Domestic,
04433-2200604433,,,1018630,,GREENFIELD,Commercial,
04434-2200604434,,,1017291,,GREENFIELD,Domestic,
04435-2200604435,,,1017259,,GREENFIELD,Domestic,
04436-2200604436,,,1018502,,GREENFIELD,Commercial,
04437-2200604437,,,1018426,,GREENFIELD,Commercial,
04438-2200604438,,,19040470,,GREENFIELD,Domestic,
04439-2200604439,,,220061472,,GREENFIELD,Domestic,
04449-2200604449,,,1016500,,GREENFIELD,Domestic,
04450-2200604450,,,C16VA122299,,GREENFIELD,Domestic,
04451-2200604451,,,150062018,,GREENFIELD,Domestic,
04452-2200604452,,,1018674,,GREENFIELD,Domestic,
04454-2200604454,,,1017225,,GREENFIELD,Commercial,
04456-2200604456,,,1017304,,GREENFIELD,Domestic,
04457-2200604457,,,1016503,,GREENFIELD,Commercial,
04458-2200604458,,,18054059,,GREENFIELD,Domestic,
04459-2200604459,,,1017241,,GREENFIELD,Domestic,
04460-2200604460,,,C16VA122316,,GREENFIELD,Commercial,
04461-2200604461,,,1018808,,GREENFIELD,Domestic,
04463-2200604463,,,1016506,,GREENFIELD,Domestic,
04465-2200604465,,,19030879,,GREENFIELD,Commercial,
04467-2200604467,,,1016510,,GREENFIELD,Commercial,
04468-2200604468,,,1017310,,GREENFIELD,Domestic,
04426-2200604426,,,1016520,,GREENFIELD,Commercial,
04427-2200604427,,,1016496,,GREENFIELD,Commercial,
04470-2200604470,,,1018429,,GREENFIELD,Domestic,
04473-2200604473,,,1016517,,GREENFIELD,Domestic,
04474-2200604474,,,18085777,,GREENFIELD,Commercial,
04441-2200604441,,,1016509,,GREENFIELD,Domestic,
04442-2200604442,,,1019639,,GREENFIELD,Domestic,
04443-2200604443,,,1016504,,GREENFIELD,Domestic,
04444-2200604444,,,0904000375,,GREENFIELD,Domestic,
04445-2200604445,,,1016507,,GREENFIELD,Domestic,
04446-2200604446,,,1018717,,GREENFIELD,Domestic,
04487-2200604487,,,19039585,,GREENFIELD,Domestic,
04488-2200604488,,,19014508,,GREENFIELD,Commercial,
04489-2200604489,,,H18JA010419,,GREENFIELD,Domestic,
04490-2200604490,,,1019797,,GREENFIELD,Domestic,
04492-2200604492,,,C16VA122465,,GREENFIELD,Domestic,
04493-2200604493,,,1019476,,GREENFIELD,Domestic,
04495-2200604495,,,1019472,,GREENFIELD,Commercial,
04496-2200604496,,,C16VA122462,,GREENFIELD,Domestic,
04500-2200604500,,,1019648,,GREENFIELD,Domestic,
04501-2200604501,,,12036538,,GREENFIELD,Commercial,
04503-2200604503,,,1019597,,GREENFIELD,Domestic,
04504-2200604504,,,1067932,,GREENFIELD,Domestic,
04506-2200604506,,,1068858,,GREENFIELD,Commercial,
04507-2200604507,,,1067858,,GREENFIELD,Commercial,
04509-2200604509,,,H17JA014820,,GREENFIELD,Commercial,
04511-2200604511,,,C16VA122313,,GREENFIELD,Commercial,
04512-2200604512,,,12040417,,GREENFIELD,Commercial,
04513-2200604513,,,C16VA122315,,GREENFIELD,Commercial,
04522-2200604522,,,14169115,,GREENFIELD,Commercial,
00475-2200600475,,,H17JA014407,,GREENFIELD,Domestic,
04483-2200604483,,,H18JA008443,,GREENFIELD,Commercial,
04484-2200604484,,,1019624,,GREENFIELD,Domestic,
04485-2200604485,,,H18JA010012,,GREENFIELD,Commercial,
04478-2200604478,,,1018704,,GREENFIELD,Domestic,
04479-2200604479,,,1018702,,GREENFIELD,Domestic,
04480-2200604480,,,150325118,,GREENFIELD,Commercial,
04481-2200604481,,,19059709,,GREENFIELD,Domestic,
04516-2200604516,,,120078,,GREENFIELD,Commercial,
04517-2200604517,,,120101,,GREENFIELD,Domestic,
04519-2200604519,,,120184,,GREENFIELD,Domestic,
31431-2200631431,,,19057322,,GREENFIELD,Domestic,
30817-2200630817,,,19029138,,GREENFIELD,Commercial,
31121-2200631121,,,19028976,,GREENFIELD,Domestic,
11021-2200611021,,,1017250,,GREENFIELD,Domestic,
11024-2200611024,,,1017264,,GREENFIELD,Domestic,
11025-2200611025,,,17133700,,GREENFIELD,Domestic,
14290-2200614290,,,19030882,,GREENFIELD,Commercial,
14204-2200614204,,,C16VA122296,,GREENFIELD,Domestic,
13724-2200613724,,,20150900085,,GREENFIELD,Commercial,
12916-2200612916,,,H17JA014406,,GREENFIELD,Domestic,
12917-2200612917,,,H17JA014410,,GREENFIELD,Domestic,
17342-2200617342,,,17013748,,GREENFIELD,Domestic,
07124-2200607124,,,150060718,,GREENFIELD,Domestic,
07130-2200607130,,,19058057,,GREENFIELD,Domestic,
08164-2200608164,,,07961-0220063594,,GREENFIELD,Domestic,
10178-2200610178,,,150060918,,GREENFIELD,Domestic,
10181-2200610181,,,14184115,,GREENFIELD,Domestic,
10411-2200610411,,,1303197,,GREENFIELD,Commercial,
10037-2200610037,,,14124815,,GREENFIELD,Domestic,
10006-2200610006,,,1019822,,GREENFIELD,Domestic,
10008-2200610008,,,1017255,,GREENFIELD,Domestic,
09836-2200609836,,,09691-0220063981,,GREENFIELD,Commercial,
09837-2200609837,,,09692-0220063999,,GREENFIELD,Domestic,
08805-2200608805,,,201303200,,GREENFIELD,Domestic,
08806-2200608806,,,H17JA014805,,GREENFIELD,Commercial,
09268-2200609268,,,C16VA122439,,GREENFIELD,Commercial,
09016-2200609016,,,18085357,,GREENFIELD,Commercial,
09017-2200609017,,,LXH080238,,GREENFIELD,Domestic,
09019-2200609019,,,18055357,,GREENFIELD,Domestic,
09329-2200609329,,,H17JA014806,,GREENFIELD,Domestic,
09544-2200609544,,,220063928,,GREENFIELD,Commercial,
06790-2200606790,,,19015190,,GREENFIELD,Commercial,
19372-2200619372,,,H17JA014811,,GREENFIELD,Domestic,
20122-2200620122,,,17134018,,GREENFIELD,Commercial,
19499-2200619499,,,19058050,,GREENFIELD,Domestic,
29941-2200629941,,,19039912,,GREENFIELD,Domestic,
18986-2200618986,,,H18JA034624,,GREENFIELD,Domestic,
18852-2200618852,,,17105305,,GREENFIELD,Domestic,
18811-2200618811,,,17105304,,GREENFIELD,Domestic,
18810-2200618810,,,17105303,,GREENFIELD,Domestic,
19607-2200619607,,,C16VA122323,,GREENFIELD,Domestic,
18116-2200618116,,,17013655,,GREENFIELD,Domestic,
17856-2200617856,,,16044927,,GREENFIELD,Domestic,
17857-2200617857,,,17012775,,GREENFIELD,Domestic,
17858-2200617858,,,17014281,,GREENFIELD,Domestic,
16799-2200616799,,,16047123,,GREENFIELD,Domestic,
15894-2200615894,,,C16VA122390,,GREENFIELD,Domestic,
15896-2200615896,,,1201845,,GREENFIELD,Domestic,
15631-2200615631,,,20151100593,,GREENFIELD,Domestic,
20003-2200620003,,,C16VA122324,,GREENFIELD,Domestic,
